2021-09-18T11:07:54,582 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T19:55:04,659 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@160b5368, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7f1c3097, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1fba82d0, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3cb23f35, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@706ebbd8, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6ee8a5ca, org.springframework.test.context.transaction.TransactionalTestExecutionListener@258f06c5, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@869ced6, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@ddc0478, org.springframework.test.context.event.EventPublishingTestExecutionListener@263136fc, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@7b55a5d1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3d0cdb13, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@501ef70e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7f37ad27, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@291ae43d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7215664e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@55144985]
2021-09-18T19:55:05,252 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T19:55:05,328 INFO  [Test worker] c.m.p.c.AuthControllerTest: Starting AuthControllerTest using Java 14.0.2 on LAPTOP-KGVDH18P with PID 12412 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T19:55:05,336 INFO  [Test worker] c.m.p.c.AuthControllerTest: No active profile set, falling back to default profiles: default
2021-09-18T19:55:08,257 INFO  [Test worker] o.s.b.t.m.w.SpringBootMockServletContext: Initializing Spring TestDispatcherServlet ''
2021-09-18T19:55:08,258 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Initializing Servlet ''
2021-09-18T19:55:08,261 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Completed initialization in 2 ms
2021-09-18T19:55:08,314 INFO  [Test worker] c.m.p.c.AuthControllerTest: Started AuthControllerTest in 3.588 seconds (JVM running for 6.179)
2021-09-18T19:55:08,487 WARN  [Test worker] o.s.w.s.m.s.DefaultHandlerExceptionResolver: Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('}' (code 125)): was expecting double-quote to start field name; nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('}' (code 125)): was expecting double-quote to start field name
 at [Source: (PushbackInputStream); line: 8, column: 6]]
2021-09-18T20:11:01,557 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.controller.AuthControllerTest], using SpringBootContextLoader
2021-09-18T20:11:01,571 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.controller.AuthControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T20:11:01,573 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T20:11:01,787 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.controller.AuthControllerTest
2021-09-18T20:11:01,794 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T20:11:01,848 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7472f2bb, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7b074488, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@543929ee, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2a11d485, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@49150c56, org.springframework.test.context.support.DirtiesContextTestExecutionListener@8f722f8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@151c1c51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@318d578b, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@501b9a50, org.springframework.test.context.event.EventPublishingTestExecutionListener@61ca8249, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@14c1f4b5, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4fabc8a9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@436e1216, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@760308f8, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6d7c2ed1, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7c835d57, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4f4e1e73]
2021-09-18T20:11:02,392 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T20:11:02,460 INFO  [Test worker] c.m.p.c.AuthControllerTest: Starting AuthControllerTest using Java 14.0.2 on LAPTOP-KGVDH18P with PID 2184 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T20:11:02,469 INFO  [Test worker] c.m.p.c.AuthControllerTest: No active profile set, falling back to default profiles: default
2021-09-18T20:11:05,205 INFO  [Test worker] o.s.b.t.m.w.SpringBootMockServletContext: Initializing Spring TestDispatcherServlet ''
2021-09-18T20:11:05,205 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Initializing Servlet ''
2021-09-18T20:11:05,209 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Completed initialization in 3 ms
2021-09-18T20:11:05,264 INFO  [Test worker] c.m.p.c.AuthControllerTest: Started AuthControllerTest in 3.35 seconds (JVM running for 6.104)
2021-09-18T20:11:54,096 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.controller.AuthControllerTest], using SpringBootContextLoader
2021-09-18T20:11:54,107 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.controller.AuthControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T20:11:54,108 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T20:11:54,314 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.controller.AuthControllerTest
2021-09-18T20:11:54,322 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T20:11:54,374 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5c13a063, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@56f967a6, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@203ab02d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1bb03ded, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5ae18640, org.springframework.test.context.support.DirtiesContextTestExecutionListener@47380eed, org.springframework.test.context.transaction.TransactionalTestExecutionListener@32f675ff, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@28b36919, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@7eb629c9, org.springframework.test.context.event.EventPublishingTestExecutionListener@79fe0f94, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@78a6d4d9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4b6e8175, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@45911b0, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@d522c00, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@431c316f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7c467550, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@30de3ff9]
2021-09-18T20:11:54,939 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T20:11:55,014 INFO  [Test worker] c.m.p.c.AuthControllerTest: Starting AuthControllerTest using Java 14.0.2 on LAPTOP-KGVDH18P with PID 16572 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T20:11:55,022 INFO  [Test worker] c.m.p.c.AuthControllerTest: No active profile set, falling back to default profiles: default
2021-09-18T20:11:58,096 INFO  [Test worker] o.s.b.t.m.w.SpringBootMockServletContext: Initializing Spring TestDispatcherServlet ''
2021-09-18T20:11:58,097 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Initializing Servlet ''
2021-09-18T20:11:58,098 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Completed initialization in 1 ms
2021-09-18T20:11:58,155 INFO  [Test worker] c.m.p.c.AuthControllerTest: Started AuthControllerTest in 3.712 seconds (JVM running for 6.407)
2021-09-18T20:14:03,247 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.controller.AuthControllerTest], using SpringBootContextLoader
2021-09-18T20:14:03,261 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.controller.AuthControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T20:14:03,263 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T20:14:03,479 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.controller.AuthControllerTest
2021-09-18T20:14:03,486 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T20:14:03,537 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@201ed777, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1a45a4d0, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@52ee3c79, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@62d56f3d, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3426a97f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@372e80f, org.springframework.test.context.transaction.TransactionalTestExecutionListener@20dc11ec, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@69b92e4d, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@68d51f54, org.springframework.test.context.event.EventPublishingTestExecutionListener@7c73b0d1, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@3c608dc2, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1c0b1745, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5ce4842f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3d70525a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5c6d6ab, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@41335869, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@390e699c]
2021-09-18T20:14:04,096 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T20:14:04,172 INFO  [Test worker] c.m.p.c.AuthControllerTest: Starting AuthControllerTest using Java 14.0.2 on LAPTOP-KGVDH18P with PID 10724 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T20:14:04,179 INFO  [Test worker] c.m.p.c.AuthControllerTest: No active profile set, falling back to default profiles: default
2021-09-18T20:14:06,763 INFO  [Test worker] o.s.b.t.m.w.SpringBootMockServletContext: Initializing Spring TestDispatcherServlet ''
2021-09-18T20:14:06,764 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Initializing Servlet ''
2021-09-18T20:14:06,766 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Completed initialization in 2 ms
2021-09-18T20:14:06,815 INFO  [Test worker] c.m.p.c.AuthControllerTest: Started AuthControllerTest in 3.206 seconds (JVM running for 6.063)
2021-09-18T20:15:28,164 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.controller.AuthControllerTest], using SpringBootContextLoader
2021-09-18T20:15:28,175 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.controller.AuthControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T20:15:28,176 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T20:15:28,383 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.controller.AuthControllerTest
2021-09-18T20:15:28,390 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T20:15:28,450 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@201ed777, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1a45a4d0, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@52ee3c79, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@62d56f3d, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3426a97f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@372e80f, org.springframework.test.context.transaction.TransactionalTestExecutionListener@20dc11ec, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@69b92e4d, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@68d51f54, org.springframework.test.context.event.EventPublishingTestExecutionListener@7c73b0d1, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@3c608dc2, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1c0b1745, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5ce4842f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3d70525a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5c6d6ab, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@41335869, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@390e699c]
2021-09-18T20:15:29,018 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T20:15:29,091 INFO  [Test worker] c.m.p.c.AuthControllerTest: Starting AuthControllerTest using Java 14.0.2 on LAPTOP-KGVDH18P with PID 18624 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T20:15:29,105 INFO  [Test worker] c.m.p.c.AuthControllerTest: No active profile set, falling back to default profiles: default
2021-09-18T20:15:31,836 INFO  [Test worker] o.s.b.t.m.w.SpringBootMockServletContext: Initializing Spring TestDispatcherServlet ''
2021-09-18T20:15:31,837 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Initializing Servlet ''
2021-09-18T20:15:31,838 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Completed initialization in 1 ms
2021-09-18T20:15:31,882 INFO  [Test worker] c.m.p.c.AuthControllerTest: Started AuthControllerTest in 3.361 seconds (JVM running for 6.205)
2021-09-18T20:17:07,492 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.controller.AuthControllerTest], using SpringBootContextLoader
2021-09-18T20:17:07,503 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.controller.AuthControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T20:17:07,504 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T20:17:07,732 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.controller.AuthControllerTest
2021-09-18T20:17:07,738 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T20:17:07,789 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1a45a4d0, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@52ee3c79, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@62d56f3d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3426a97f, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@372e80f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@20dc11ec, org.springframework.test.context.transaction.TransactionalTestExecutionListener@69b92e4d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@68d51f54, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@7c73b0d1, org.springframework.test.context.event.EventPublishingTestExecutionListener@3c608dc2, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@1c0b1745, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5ce4842f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3d70525a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5c6d6ab, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@41335869, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@390e699c, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6d31e65]
2021-09-18T20:17:08,395 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T20:17:08,470 INFO  [Test worker] c.m.p.c.AuthControllerTest: Starting AuthControllerTest using Java 14.0.2 on LAPTOP-KGVDH18P with PID 15120 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T20:17:08,482 INFO  [Test worker] c.m.p.c.AuthControllerTest: No active profile set, falling back to default profiles: default
2021-09-18T20:17:11,267 INFO  [Test worker] o.s.b.t.m.w.SpringBootMockServletContext: Initializing Spring TestDispatcherServlet ''
2021-09-18T20:17:11,268 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Initializing Servlet ''
2021-09-18T20:17:11,270 INFO  [Test worker] o.s.t.w.s.TestDispatcherServlet: Completed initialization in 2 ms
2021-09-18T20:17:11,327 INFO  [Test worker] c.m.p.c.AuthControllerTest: Started AuthControllerTest in 3.466 seconds (JVM running for 6.215)
2021-09-18T20:23:09,619 INFO  [Test worker] o.s.b.t.a.w.s.WebMvcTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.controller.AuthControllerTest], using SpringBootContextLoader
2021-09-18T20:23:09,631 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.controller.AuthControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T20:23:09,633 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T20:23:09,850 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.controller.AuthControllerTest
